level_0,index,Tb
1335,1431,-1000.0
1336,1432,-1000.0
1337,1433,-1000.0
1338,1434,-1000.0
1339,1436,-1000.0
1340,1437,-1000.0
1341,1438,-1000.0
1342,1439,-1000.0
1343,1440,-1000.0
1344,1441,-1000.0
1345,1442,-1000.0
1346,1443,-1000.0
1347,1444,-1000.0
1348,1445,-1000.0
1349,1447,-1000.0
1350,1448,-1000.0
1351,1449,-1000.0
1352,1450,-1000.0
1353,1451,-1000.0
1354,1452,-1000.0
1355,1453,-1000.0
1356,1455,-1000.0
1357,1456,604.884
1358,1457,-1000.0
1359,1458,-1000.0
1360,1459,-1000.0
1361,1460,-1000.0
1362,1461,-1000.0
1363,1463,-1000.0
1364,1464,-1000.0
1365,1465,-1000.0
1366,1466,-1000.0
1367,1467,-1000.0
1368,1468,-1000.0
1369,1469,-1000.0
1370,1470,-1000.0
1371,1471,-1000.0
1372,1472,-1000.0
1373,1473,-1000.0
1374,1476,-1000.0
1375,1477,-1000.0
